,Shooter,value_added_total,shot_worth_total,PTS_total,Shot_taken,value_added_per_shot,shot_worth_per_shot,PTS_per_shot,SHOT_RESULT,probs,mean_pps,SHOT_DIST,SHOT_CLOCK,CLOSE_DEF_DIST,TOUCH_TIME,DRIBBLES
364,"Plumlee, Miles",-30.61353094,272.9351342,258,240,-0.127556379,1.137229726,1.075,0.5375,0.568614863,0.994268579,4.831666667,13.78225488,2.835,1.51125,0.4
365,"Pondexter, Quincy",3.311796925,472.0916972,503,444,0.007459002,1.063269588,1.132882883,0.421171171,0.430370113,0.994268579,16.62815315,11.47433182,4.803828829,1.623873874,0.84009009
366,"Porter, Otto",-31.57311614,396.3156554,387,391,-0.080749658,1.013595027,0.989769821,0.450127877,0.457192594,0.994268579,15.06777494,12.55122393,4.71713555,1.474680307,0.664961637
367,"Powell, Dwight",-10.60453922,71.95281821,65,67,-0.158276705,1.07392266,0.970149254,0.462686567,0.506599176,0.994268579,12.37910448,13.50589484,5.107462687,1.358208955,0.462686567
368,"Pressey, Phil",-39.44298978,177.2333837,144,173,-0.227994161,1.024470426,0.832369942,0.369942197,0.445528184,0.994268579,14.81907514,13.36700828,4.63583815,4.735260116,4.936416185
369,"Price, A.J.",-10.44136554,100.9311928,96,116,-0.090011772,0.870096489,0.827586207,0.362068966,0.367485874,0.994268579,18.20775862,10.43225147,3.868965517,5.001724138,5.327586207
370,"Price, Ronnie",-42.69041481,216.7496234,185,222,-0.192299166,0.976349655,0.833333333,0.346846847,0.403800031,0.994268579,17.61846847,11.81784756,4.407657658,3.493243243,2.887387387
371,"Prigioni, Pablo",-16.01071725,242.7449808,239,228,-0.070222444,1.064670968,1.048245614,0.399122807,0.400450493,0.994268579,21.09824561,10.92843132,5.678508772,2.459210526,1.912280702
372,"Prince, Tayshaun",-12.57685007,369.3655248,385,400,-0.031442125,0.923413812,0.9625,0.4425,0.428581994,0.994268579,15.0695,11.02116801,4.266,2.27225,1.2525
373,"Raduljica, Miroslav",-2.955174957,8.359098236,6,8,-0.36939687,1.04488728,0.75,0.375,0.52244364,0.994268579,6.225,10.4375,2.9125,1.925,0.5
374,"Randle, Julius",-1.229831398,2.895918302,2,3,-0.409943799,0.965306101,0.666666667,0.333333333,0.48265305,0.994268579,10.6,10.43333333,4.233333333,5.633333333,2.333333333
375,"Randolph, Shavlik",-19.7646063,33.46987054,16,34,-0.58131195,0.984407957,0.470588235,0.235294118,0.465046498,0.994268579,8.579411765,14.28084525,3.832352941,1.705882353,0.588235294
376,"Randolph, Zach",-52.9548715,891.6148558,915,931,-0.056879561,0.957695871,0.982814178,0.487647691,0.476053149,0.994268579,8.593340494,11.51593655,3.049409237,2.47755102,0.917293233
377,"Redick, JJ",111.7284686,926.4580291,1088,931,0.120009096,0.995121406,1.168635875,0.477980666,0.40592305,0.994268579,19.62653061,13.408249,4.993447905,1.437271751,0.73254565
378,"Rice Jr., Glen",-9.628906327,15.56182031,7,15,-0.641927088,1.037454687,0.466666667,0.2,0.433221506,0.994268579,16.26666667,10.16666667,4.093333333,1.606666667,1.066666667
379,"Richardson, Jason",-29.87860897,172.002843,152,175,-0.170734908,0.982873388,0.868571429,0.348571429,0.393472026,0.994268579,18.76971429,12.39597117,4.922857143,2.379428571,1.491428571
380,"Ridnour, Luke",-1.42294907,161.5725298,170,175,-0.008131138,0.923271599,0.971428571,0.428571429,0.398705641,0.994268579,18.68971429,12.05421364,5.050857143,4.596571429,5.12
381,"Rivers, Austin",-62.22245914,482.953777,445,496,-0.125448506,0.973697131,0.897177419,0.409274194,0.436403426,0.994268579,12.93790323,11.60197544,4.275604839,4.397177419,4.314516129
382,"Roberson, Andre",-52.89628499,247.2440735,205,200,-0.264481425,1.236220368,1.025,0.46,0.533673518,0.994268579,12.562,13.51621847,5.4765,1.2005,0.405
383,"Roberts, Brian",-27.74001799,418.0067425,412,450,-0.061644484,0.928903872,0.915555556,0.388888889,0.388943024,0.994268579,18.95177778,12.34106626,4.724444444,3.675555556,3.386666667
384,"Robinson, Glenn",-13.20782984,66.13112826,57,67,-0.197131789,0.987031765,0.850746269,0.388059701,0.442589488,0.994268579,14.32835821,12.69770472,4.337313433,2.070149254,1.402985075
385,"Robinson, Nate",-50.70267549,244.1941537,203,253,-0.200405832,0.965194283,0.802371542,0.339920949,0.403787906,0.994268579,17.93794466,13.18369475,4.408695652,4.24743083,4.090909091
386,"Robinson, Thomas",-40.43326015,274.0324749,252,258,-0.156718063,1.062141375,0.976744186,0.488372093,0.53061113,0.994268579,6.448449612,14.05575529,3.262015504,1.93255814,0.984496124
387,"Rondo, Rajon",-79.74633858,625.8047729,577,643,-0.124022299,0.973257812,0.897356143,0.427682737,0.462463448,0.994268579,12.37900467,13.46338979,4.355520995,4.651944012,4.242612753
388,"Rose, Derrick",-83.6555904,784.7628948,749,833,-0.100426879,0.942092311,0.899159664,0.404561825,0.416414757,0.994268579,14.81620648,13.24032196,3.764105642,4.205402161,3.681872749
389,"Ross, Terrence",-41.09245117,753.5238519,754,741,-0.0554554,1.016901285,1.01754386,0.411605938,0.41300114,0.994268579,18.21039136,11.94719261,4.500809717,2.095681511,1.399460189
390,"Rubio, Ricky",-42.82979301,201.134506,169,219,-0.195569831,0.918422402,0.771689498,0.356164384,0.417012775,0.994268579,17.13607306,12.43741988,4.490410959,4.010045662,3.96347032
391,"Rudez, Damjan",18.39670241,267.1514058,301,251,0.073293635,1.06434823,1.199203187,0.462151394,0.40960415,0.994268579,20.9876494,11.98860019,5.49123506,1.244621514,0.458167331
392,"Rush, Brandon",-29.93446875,52.19284087,25,52,-0.575662861,1.003708478,0.480769231,0.211538462,0.412217696,0.994268579,17.71153846,13.29709113,5.511538462,2.194230769,1.576923077
393,"Sacre, Robert",-30.42550342,262.5632146,252,305,-0.099755749,0.860862999,0.826229508,0.413114754,0.429987816,0.994268579,10.90393443,11.29082232,3.867540984,2.026229508,0.626229508
394,"Salmons, John",-11.58516166,48.91494512,40,48,-0.241357535,1.019061357,0.833333333,0.333333333,0.405161096,0.994268579,19.64375,10.05726539,5.925,2.197916667,1.083333333
395,"Sampson, JaKarr",-61.32299931,354.5133669,313,335,-0.183053729,1.058248856,0.934328358,0.420895522,0.460875759,0.994268579,12.61164179,12.86382788,4.286268657,2.534925373,1.76119403
396,"Sanders, Larry",-46.02913256,204.9346239,172,170,-0.270759603,1.205497788,1.011764706,0.505882353,0.602748894,0.994268579,4.777058824,14.59521992,2.836470588,1.192941176,0.382352941
397,"Schroder, Dennis",-58.71533505,643.2560186,620,664,-0.088426709,0.968759064,0.93373494,0.427710843,0.444761709,0.994268579,12.44743976,11.19547934,3.99939759,5.64246988,5.570783133
398,"Scola, Luis",-56.27547409,595.0167856,581,617,-0.091208224,0.964370803,0.94165316,0.466774716,0.477244112,0.994268579,10.57406807,12.49289047,3.658670989,1.654132901,0.612641815
399,"Scott, Mike",-24.66828977,465.5218189,468,453,-0.054455386,1.027641984,1.033112583,0.443708609,0.436702259,0.994268579,15.63532009,11.63171011,4.837527594,1.203532009,0.29580574
400,"Sefolosha, Thabo",-52.80859969,269.6165017,233,246,-0.214669104,1.096002039,0.947154472,0.422764228,0.48586738,0.994268579,12.08414634,12.56170658,4.483739837,1.622764228,0.849593496
401,"Seraphin, Kevin",26.2266822,406.2945185,462,449,0.058411319,0.904887569,1.028953229,0.514476615,0.451923511,0.994268579,9.098663697,11.06800919,3.325835189,2.49064588,0.930957684
402,"Sessions, Ramon",-69.27937595,317.322302,267,330,-0.209937503,0.961582733,0.809090909,0.375757576,0.448346221,0.994268579,11.77636364,12.86753753,3.780909091,3.97969697,3.703030303
403,"Shumpert, Iman",-59.09000278,480.7328566,453,470,-0.12572341,1.022835865,0.963829787,0.410638298,0.433580491,0.994268579,17.17276596,12.54248341,4.964468085,2.443404255,1.79787234
404,"Shved, Alexey",-28.6101274,321.6518838,308,330,-0.086697356,0.974702678,0.933333333,0.396969697,0.417960874,0.994268579,15.20333333,12.49884384,4.044242424,3.769090909,3.415151515
405,"Sims, Henry",-43.34574533,477.0412242,472,495,-0.087567162,0.963719645,0.953535354,0.472727273,0.473654662,0.994268579,11.18484848,13.3228028,4.186060606,1.348888889,0.218181818
406,"Singler, Kyle",-58.58068728,466.6025967,438,443,-0.132236314,1.053278999,0.988713318,0.386004515,0.422475869,0.994268579,17.98871332,11.86959612,5.15530474,1.632731377,0.866817156
407,"Sloan, Donald",-11.89961113,318.5681099,323,342,-0.034794185,0.931485702,0.944444444,0.415204678,0.404083022,0.994268579,14.3119883,11.4156567,3.419298246,5.402923977,5.581871345
408,"Smart, Marcus",-70.12554377,488.3219274,441,477,-0.147013719,1.023735697,0.924528302,0.36687631,0.410258337,0.994268579,18.14675052,13.38284265,4.293291405,2.478616352,2.004192872
409,"Smith, Greg",-4.190591893,59.26146902,58,48,-0.087303998,1.234613938,1.208333333,0.604166667,0.617306969,0.994268579,2.725,13.89684872,2.710416667,1.072916667,0.166666667
410,"Smith, Ish",-50.51607918,332.3653215,300,361,-0.139933737,0.920679561,0.831024931,0.390581717,0.430878836,0.994268579,9.56066482,11.75273864,3.516066482,5.352908587,5.686980609
411,"Smith, J.R.",0.654170604,741.8067445,793,755,0.000866451,0.982525489,1.050331126,0.417218543,0.392370828,0.994268579,20.75748344,11.98807386,4.62384106,2.74794702,2.002649007
412,"Smith, Jason",-31.64506721,521.2299397,529,586,-0.054001821,0.889470887,0.902730375,0.438566553,0.430633664,0.994268579,14.78634812,11.43921471,4.692150171,1.641296928,0.377133106
413,"Smith, Josh",-153.926916,975.0442371,891,981,-0.156908171,0.993928886,0.908256881,0.417940877,0.453862346,0.994268579,12.17777778,12.20848215,4.078389399,2.129153925,1.087665647
414,"Smith, Russ",-6.704109442,23.14891869,18,25,-0.268164378,0.925956747,0.72,0.32,0.396696997,0.994268579,14.944,12.83589909,4.536,3.596,3.84
415,"Snell, Tony",-16.77206104,385.1236975,391,369,-0.04545274,1.043695657,1.059620596,0.430894309,0.422397038,0.994268579,17.07560976,12.02826167,4.892140921,1.88699187,1.162601626
416,"Speights, Marreese",-26.05325455,610.6689264,631,637,-0.040899929,0.958663935,0.990580848,0.491365777,0.475378576,0.994268579,11.97739403,13.3028587,4.289952904,1.254160126,0.368916797
417,"Splitter, Tiago",-10.55803506,326.7911007,338,301,-0.035076528,1.08568472,1.122923588,0.561461794,0.54284236,0.994268579,4.180066445,13.33931429,2.59833887,1.569767442,0.558139535
418,"Stauskas, Nik",-43.45939465,294.1386847,264,296,-0.146822279,0.993711773,0.891891892,0.364864865,0.406027574,0.994268579,18.10135135,11.72900292,4.681418919,2.068581081,1.418918919
419,"Stephenson, Lance",-120.8156359,514.9720226,430,548,-0.220466489,0.939729968,0.784671533,0.375912409,0.437145254,0.994268579,14.12062044,12.11703672,4.108576642,3.53850365,2.936131387
420,"Stiemsma, Greg",1.396332676,10.11445677,12,8,0.174541585,1.264307097,1.5,0.75,0.632153548,0.994268579,4.325,10.6875,4.6875,0.6875,0
421,"Stockton, David",-2.114066494,2.171215926,0,2,-1.057033247,1.085607963,0,0,0.461293227,0.994268579,17.1,14.72436932,5.7,4.1,3.5
422,"Stokes, Jarnell",-1.926516901,39.08543401,40,36,-0.053514358,1.0857065,1.111111111,0.555555556,0.54285325,0.994268579,4.525,13.01104104,2.822222222,1.644444444,0.583333333
423,"Stoudemire, Amar'e",28.19425695,480.1612465,542,486,0.058012874,0.987986104,1.115226337,0.557613169,0.493216692,0.994268579,6.946502058,11.31885218,2.710082305,2.480452675,0.697530864
424,"Stuckey, Rodney",-28.9324428,700.3662422,712,741,-0.039045132,0.94516362,0.960863698,0.443994602,0.44013362,0.994268579,13.09905533,11.93271182,3.90782726,3.806612686,3.452091768
425,"Sullinger, Jared",-79.65957857,694.4911418,672,703,-0.113313768,0.987896361,0.955903272,0.440967283,0.446229916,0.994268579,13.32119488,13.1501739,4.20398293,1.921337127,0.753911807
426,"Taylor, Jeff",-27.357034,120.7477334,101,114,-0.239973982,1.059190644,0.885964912,0.394736842,0.467894641,0.994268579,13.71754386,11.83463806,4.699122807,2.185964912,1.298245614
427,"Teague, Jeff",-45.40478419,882.1164482,885,881,-0.05153778,1.001267251,1.004540295,0.461975028,0.457515917,0.994268579,11.71146425,13.00094998,4.307604994,5.412372304,5.5584563
428,"Teletovic, Mirza",-39.63563688,324.0260459,306,313,-0.126631428,1.035226984,0.977635783,0.389776358,0.408160006,0.994268579,18.56677316,12.58687678,4.808626198,1.393929712,0.600638978
429,"Telfair, Sebastian",-17.1977837,115.8677393,104,121,-0.142130444,0.957584622,0.859504132,0.363636364,0.397280455,0.994268579,16.38429752,9.956114952,3.790082645,4.71322314,4.47107438
430,"Temple, Garrett",-21.4039307,178.608508,169,170,-0.125905475,1.050638283,0.994117647,0.4,0.428750434,0.994268579,17.32176471,12.48202172,5.325882353,1.808235294,1.111764706
431,"Terry, Jason",2.617485474,469.67049,491,442,0.005921913,1.062602918,1.110859729,0.416289593,0.395335746,0.994268579,20.2479638,13.19362521,4.977375566,1.890271493,1.158371041
432,"Thomas, Isaiah",-14.28562085,762.2753228,783,775,-0.018433059,0.983581062,1.010322581,0.423225806,0.415994391,0.994268579,15.53109677,13.21502191,3.851354839,4.085806452,3.798709677
433,"Thomas, Lance",-64.4325954,362.448627,323,396,-0.162708574,0.91527431,0.815656566,0.398989899,0.447257182,0.994268579,12.54772727,11.83330785,4.221464646,1.778282828,0.727272727
434,"Thomas, Malcolm",-12.44119751,44.96213109,36,39,-0.319005064,1.152875156,0.923076923,0.461538462,0.541382163,0.994268579,8.992307692,12.25384615,4.294871795,1.453846154,0.358974359
435,"Thomas, Tyrus",0.947007506,0.832981295,2,1,0.947007506,0.832981295,2,1,0.416490648,0.994268579,16.7,11,3.5,1.8,1
436,"Thompson, Hollis",-15.97171393,541.0474849,558,529,-0.030192276,1.022774074,1.054820416,0.419659735,0.413931261,0.994268579,17.58090737,12.90591887,4.80510397,1.494139887,0.829867675
437,"Thompson, Jason",-40.99623688,409.7607857,400,426,-0.096235298,0.961879779,0.938967136,0.469483568,0.480876166,0.994268579,9.576760563,12.77943345,3.896948357,1.362910798,0.453051643
438,"Thompson, Klay",112.062617,1247.837065,1432,1282,0.087412338,0.973351844,1.11700468,0.465678627,0.411385743,0.994268579,16.81708268,13.58967997,4.136661466,2.277379095,1.554602184
439,"Thompson, Tristan",-61.67255275,551.8550534,526,480,-0.128484485,1.149698028,1.095833333,0.547916667,0.574849014,0.994268579,4.666458333,13.35852064,2.690416667,1.300416667,0.45
440,"Thornton, Marcus",-27.66812351,335.8141943,330,340,-0.081376834,0.987688807,0.970588235,0.405882353,0.419827179,0.994268579,16.58911765,13.16303259,3.921764706,2.262058824,1.832352941
441,"Tolliver, Anthony",-39.91928961,430.1459117,419,384,-0.103956483,1.120171645,1.091145833,0.411458333,0.420379573,0.994268579,20.09713542,12.12354471,5.62109375,0.994010417,0.1328125
442,"Tucker, PJ",-71.2720893,631.9499492,600,586,-0.121624726,1.078412883,1.023890785,0.438566553,0.454295496,0.994268579,14.89658703,12.77505519,4.907167235,1.903071672,1.066552901
443,"Turkoglu, Hedo",19.97010736,196.1709781,226,188,0.106223975,1.04346265,1.20212766,0.441489362,0.385753809,0.994268579,22.17606383,11.17711424,5.316489362,1.983510638,0.994680851
444,"Turner, Evan",-91.01669254,711.0773559,665,741,-0.122829545,0.959618564,0.897435897,0.426450742,0.449540057,0.994268579,12.90688259,12.78477185,3.914979757,4.464777328,4.188933873
445,"Udoh, Ekpe",-0.390462728,21.51443152,22,24,-0.01626928,0.896434647,0.916666667,0.458333333,0.448217323,0.994268579,9.520833333,11.79166667,3.745833333,2.166666667,0.666666667
446,"Udrih, Beno",23.47694849,467.4228608,514,501,0.046860177,0.932979762,1.025948104,0.487025948,0.432140181,0.994268579,14.71836327,11.70459746,4.273852295,3.516167665,3.409181637
447,"Valanciunas, Jonas",27.40136878,652.6785658,728,640,0.042814639,1.019810259,1.1375,0.56875,0.50983756,0.994268579,5.55640625,12.73084952,2.8209375,2.0840625,0.7109375
448,"Varejao, Anderson",-0.495504675,207.5730864,222,199,-0.002489973,1.043080836,1.115577889,0.557788945,0.519814618,0.994268579,8.151758794,12.31657024,3.992964824,1.244723618,0.422110553
449,"Vasquez, Greivis",-9.123484941,686.0277519,713,715,-0.012760119,0.959479373,0.997202797,0.406993007,0.391908913,0.994268579,17.37706294,11.65591583,4.63048951,3.591888112,3.118881119
450,"Villanueva, Charlie",-28.41667321,385.2821906,383,362,-0.078499097,1.064315444,1.05801105,0.414364641,0.418578332,0.994268579,18.30718232,13.08849758,5.121546961,1.163812155,0.395027624
451,"Vonleh, Noah",-14.34791425,72.33390404,63,75,-0.191305523,0.964452054,0.84,0.386666667,0.449058816,0.994268579,9.568,11.54731652,3.668,2.116,0.973333333
452,"Vucevic, Nikola",28.38537417,1124.567709,1248,1190,0.023853256,0.945014882,1.048739496,0.523529412,0.471756957,0.994268579,10.02428571,12.24221099,3.854789916,1.694705882,0.685714286
453,"Wade, Dwyane",7.91635305,930.7483135,1002,1033,0.007663459,0.901014824,0.969990319,0.472410455,0.434955039,0.994268579,12.57308809,12.10679914,3.397967086,4.254307841,3.516940949
454,"Waiters, Dion",-179.1286972,937.3368007,812,935,-0.191581494,1.002499252,0.868449198,0.395721925,0.452305652,0.994268579,14.08074866,13.10114409,4.337754011,3.252727273,2.486631016
455,"Walker, Henry",-18.08661401,159.0366949,150,150,-0.120577427,1.060244633,1,0.36,0.389440894,0.994268579,21.368,11.00661621,5.791333333,1.343333333,0.453333333
456,"Walker, Kemba",-108.8830978,896.5536259,838,976,-0.111560551,0.918600027,0.858606557,0.386270492,0.412424459,0.994268579,14.80061475,11.92906559,3.84682377,4.916188525,5.009221311
457,"Wall, John",-77.6506244,1110.626237,1089,1152,-0.067405056,0.964085275,0.9453125,0.444444444,0.449426351,0.994268579,14.32907986,13.22779959,4.441666667,5.722395833,5.681423611
458,"Wallace, Gerald",-8.767911647,36.10987778,29,34,-0.257879754,1.062055229,0.852941176,0.411764706,0.523712509,0.994268579,6.785294118,14.04110227,3.197058824,1.405882353,0.794117647
459,"Warren, TJ",-5.161326464,222.8742584,231,214,-0.024118348,1.041468497,1.079439252,0.528037383,0.502895862,0.994268579,8.701869159,13.93079397,3.469626168,1.712616822,1.028037383
460,"Watson, CJ",5.462357642,407.0687681,432,416,0.013130667,0.978530693,1.038461538,0.435096154,0.414223498,0.994268579,17.19254808,12.60664587,4.620432692,3.734375,3.540865385
461,"Wear, David",-2.525038101,2.24325045,0,2,-1.26251905,1.121625225,0,0,0.469725103,0.994268579,13.8,20,3.35,0.5,0
462,"Wear, Travis",-23.76597588,179.4508167,168,201,-0.118238686,0.892790133,0.835820896,0.393034826,0.420190779,0.994268579,16.36666667,11.19622473,4.685074627,1.972139303,0.786069652
463,"Webster, Martell",-36.09121047,89.88107754,58,90,-0.40101345,0.998678639,0.644444444,0.266666667,0.416335753,0.994268579,17.79,13.36216616,4.662222222,1.59,0.777777778
464,"West, David",3.064905739,599.0395972,650,686,0.004467793,0.873235564,0.947521866,0.470845481,0.431278465,0.994268579,13.67026239,11.06584876,4.338629738,1.760932945,0.7303207
465,"Westbrook, Russell",-179.4184448,1423.468799,1333,1458,-0.123057918,0.976316048,0.914266118,0.427983539,0.453944197,0.994268579,13.23587106,14.26395024,3.635253772,5.176268861,5.020576132
466,"Whiteside, Hassan",36.71903339,405.0592626,468,372,0.098707079,1.088868985,1.258064516,0.629032258,0.544434493,0.994268579,5.162365591,13.13895815,2.55672043,1.523387097,0.365591398
467,"Whittington, Shayne",-8.189477658,38.27839265,33,39,-0.209986607,0.981497248,0.846153846,0.41025641,0.463704075,0.994268579,11.05384615,12.62169784,4.1,1.194871795,0.333333333
468,"Wiggins, Andrew",-130.3716439,1067.055601,1016,1119,-0.116507278,0.953579626,0.90795353,0.436997319,0.456178163,0.994268579,11.7463807,12.79640509,3.30616622,2.452904379,1.431635389
469,"Wilcox, CJ",-0.23687204,37.09562107,39,38,-0.006233475,0.976200554,1.026315789,0.421052632,0.3983572,0.994268579,20.15263158,12.20263158,4.486842105,1.478947368,0.763157895
470,"Williams, Deron",-85.74859977,727.1475496,683,768,-0.111651823,0.946806705,0.889322917,0.388020833,0.417461955,0.994268579,14.97005208,12.8069218,4.017317708,5.220442708,5.182291667
471,"Williams, Derrick",-77.5219944,524.853254,479,480,-0.161504155,1.093444279,0.997916667,0.447916667,0.486200977,0.994268579,13.100625,12.69650206,4.41875,1.719583333,0.889583333
472,"Williams, Elliot",-2.816084313,35.91315725,36,36,-0.078224564,0.997587701,1,0.388888889,0.413001015,0.994268579,18.56944444,9.152707702,4.683333333,2.444444444,1.444444444
473,"Williams, Lou",-28.1352706,864.1443991,880,909,-0.030951893,0.950653904,0.96809681,0.402640264,0.391605053,0.994268579,18.56325633,12.3402769,4.139933993,4.592849285,3.98019802
474,"Williams, Marvin",-31.94441902,514.1776867,513,493,-0.064795982,1.042956768,1.040567951,0.423935091,0.419645726,0.994268579,19.0811359,11.49115344,5.857403651,1.204056795,0.350912779
475,"Williams, Mo",-1.632258379,762.2501739,798,853,-0.00191355,0.893610989,0.935521688,0.3985932,0.378600563,0.994268579,19.52121923,12.69981179,4.210902696,4.671629543,4.896834701
476,"Williams, Reggie",-11.25684124,41.73861493,33,38,-0.296232664,1.098384603,0.868421053,0.394736842,0.458018384,0.994268579,15.52631579,12.13022996,4.573684211,2.1,1.236842105
477,"Williams, Shawne",-38.70291258,318.6504388,301,293,-0.132091852,1.08754416,1.027303754,0.406143345,0.430739189,0.994268579,18.9109215,11.90900562,5.442320819,1.164163823,0.320819113
478,"Withey, Jeff",-10.96134706,71.22326506,64,64,-0.171271048,1.112863517,1,0.5,0.556431758,0.994268579,5.4421875,12.42103462,2.98125,1.0234375,0.15625
479,"Wolters, Nate",-14.91637706,52.62837324,40,57,-0.261690826,0.923304794,0.701754386,0.350877193,0.439388292,0.994268579,9.889473684,12.14817923,3.343859649,4.394736842,4.438596491
480,"Wright, Brandan",20.87582306,416.2119915,462,361,0.057827765,1.152941805,1.279778393,0.639889197,0.575454136,0.994268579,5.470083102,12.93236804,2.798891967,1.20498615,0.434903047
481,"Wright, Dorell",-28.18289818,201.0288733,185,190,-0.148331043,1.058046702,0.973684211,0.378947368,0.421229888,0.994268579,18.19526316,12.9333613,4.646842105,1.640526316,0.868421053
482,"Wroten, Tony",-74.57502514,436.6049419,387,430,-0.173430291,1.01536033,0.9,0.406976744,0.451881539,0.994268579,12.17255814,12.84285711,3.620465116,3.47255814,3.048837209
483,"Young, James",-20.4592616,104.3436696,89,100,-0.204592616,1.043436696,0.89,0.36,0.405151083,0.994268579,19.898,13.66448739,4.83,1.271,0.57
484,"Young, Nick",-26.00466782,429.0430663,431,472,-0.055094635,0.908989547,0.913135593,0.368644068,0.375101208,0.994268579,19.02605932,12.45243719,3.491525424,3.498940678,2.849576271
485,"Young, Thaddeus",-76.90110023,932.1739454,927,948,-0.081119304,0.98330585,0.977848101,0.469409283,0.469688481,0.994268579,9.7342827,12.46738111,3.591139241,2.360232068,1.25
486,"Zeller, Cody",-76.21299496,390.9127777,343,371,-0.205425862,1.053673255,0.924528302,0.460916442,0.526288994,0.994268579,10.53045822,12.80887448,4.436118598,1.270080863,0.401617251
487,"Zeller, Tyler",-12.85676783,644.4704438,676,613,-0.02097352,1.051338408,1.102773246,0.551386623,0.525669204,0.994268579,7.074225122,13.19965316,3.193637847,1.378140294,0.401305057
