id,player
203112,"Acy, Quincy"
203919,"Adams, Jordan"
203500,"Adams, Steven"
202399,"Adrien, Jeff"
201167,"Afflalo, Arron"
201582,"Ajinca, Alexis"
203128,"Aldemir, Furkan"
202332,"Aldrich, Cole"
200746,"Aldridge, LaMarcus"
202730,"Allen, Lavoy"
2754,"Allen, Tony"
202329,"Aminu, Al-Farouq"
200811,"Amundson, Lou"
2365,"Andersen, Chris"
101187,"Anderson, Alan"
203937,"Anderson, Kyle"
201583,"Anderson, Ryan"
203507,"Antetokounmpo, Giannis"
2546,"Anthony, Carmelo"
201202,"Anthony, Joel"
203544,"Antic, Pero"
2772,"Ariza, Trevor"
201589,"Arthur, Darrell"
201600,"Asik, Omer"
201571,"Augustin, D.J."
201965,"Ayres, Jeff"
202337,"Babbitt, Luke"
203946,"Bairstow, Cameron"
2571,"Barbosa, Leandro"
200826,"Barea, Jose Juan"
200745,"Bargnani, Andrea"
203084,"Barnes, Harrison"
2440,"Barnes, Matt"
2853,"Barron, Earl"
203115,"Barton, Will"
101138,"Bass, Brandon"
201587,"Batum, Nicolas"
201573,"Bayless, Jerryd"
203382,"Baynes, Aron"
203145,"Bazemore, Kent"
203078,"Beal, Bradley"
201563,"Beasley, Michael"
201158,"Belinelli, Marco"
203461,"Bennett, Anthony"
201976,"Beverley, Patrick"
204021,"Bhullar, Sim"
202687,"Biyombo, Bismack"
204028,"Black, Tarik"
201971,"Blair, DeJuan"
2581,"Blake, Steve"
202339,"Bledsoe, Eric"
203505,"Blue, Vander"
202711,"Bogdanovic, Bojan"
101106,"Bogut, Andrew"
2588,"Bonner, Matt"
202344,"Booker, Trevor"
2430,"Boozer, Carlos"
2547,"Bosh, Chris"
202340,"Bradley, Avery"
1882,"Brand, Elton"
201147,"Brewer, Corey"
201166,"Brooks, Aaron"
203913,"Brown, Jabari"
203485,"Brown, Lorenzo"
203900,"Brown, Markel"
200769,"Brown, Shannon"
977,"Bryant, Kobe"
201978,"Budinger, Chase"
203493,"Bullock, Reggie"
203504,"Burke, Trey"
202692,"Burks, Alec"
2406,"Butler, Caron"
202710,"Butler, Jimmy"
2446,"Butler, Rasual"
202779,"Buycks, Dwight"
101198,"Bynum, Will"
203998,"Caboclo, Bruno"
201979,"Calathes, Nick"
101181,"Calderon, Jose"
203484,"Caldwell-Pope, Kentavious"
203477,"Canaan, Isaiah"
203991,"Capela, Clint"
201960,"Carroll, DeMarre"
1713,"Carter, Vince"
203487,"Carter-Williams, Michael"
201956,"Casspi, Omri"
201596,"Chalmers, Mario"
2199,"Chandler, Tyson"
201163,"Chandler, Wilson"
203805,"Cherry, Will"
203565,"Christopher, Patrick"
201947,"Clark, Earl"
203546,"Clark, Ian"
203903,"Clarkson, Jordan"
201964,"Claver, Victor"
202708,"Cole, Norris"
201954,"Collison, Darren"
2555,"Collison, Nick"
201144,"Conley, Mike"
204022,"Cooley, Jack"
203142,"Copeland, Chris"
203955,"Cotton, Bryce"
202326,"Cousins, DeMarcus"
203496,"Covington, Robert"
203459,"Crabbe, Allen"
2037,"Crawford, Jamal"
203109,"Crowder, Jae"
201967,"Cunningham, Dante"
203099,"Cunningham, Jared"
203552,"Curry, Seth"
201939,"Curry, Stephen"
2223,"Dalembert, Samuel"
203584,"Daniels, Troy"
203540,"Datome, Gigi"
203561,"Davies, Brandon"
203076,"Davis, Anthony"
202334,"Davis, Ed"
201175,"Davis, Glen"
203958,"Dawkins, Andre"
201948,"Daye, Austin"
201942,"DeRozan, DeMar"
203473,"Dedmon, Dewayne"
203521,"Dellavedova, Matthew"
2736,"Deng, Luol"
2564,"Diaw, Boris"
203476,"Dieng, Gorgui"
203915,"Dinwiddie, Spencer"
201595,"Dorsey, Joey"
202235,"Dos Santos, Atila"
201962,"Douglas, Toney"
201604,"Douglas-Roberts, Chris"
201609,"Dragic, Goran"
204054,"Dragic, Zoran"
203580,"Drew, Larry"
203083,"Drummond, Andre"
201162,"Dudley, Jared"
1495,"Duncan, Tim"
2399,"Dunleavy, Mike"
201142,"Durant, Kevin"
203921,"Early, Cleanthony"
201961,"Ellington, Wayne"
101145,"Ellis, Monta"
203516,"Ennis, James"
203898,"Ennis, Tyler"
202379,"Evans, Jeremy"
2501,"Evans, Reggie"
201936,"Evans, Tyreke"
203957,"Exum, Dante"
203105,"Ezeli, Festus"
202702,"Faried, Kenneth"
200770,"Farmar, Jordan"
202324,"Favors, Derrick"
101109,"Felton, Raymond"
202361,"Fields, Landry"
203095,"Fournier, Evan"
200751,"Foye, Randy"
203479,"Franklin, Jamaal"
204025,"Frazier, Tim"
202690,"Fredette, Jimmer"
200777,"Freeland, Joel"
101112,"Frye, Channing"
201568,"Gallinari, Danilo"
204038,"Galloway, Langston"
101128,"Garcia, Francisco"
708,"Garnett, Kevin"
201188,"Gasol, Marc"
2200,"Gasol, Pau"
200752,"Gay, Rudy"
202087,"Gee, Alonzo"
202331,"George, Paul"
201959,"Gibson, Taj"
1938,"Ginobili, Manu"
203497,"Gobert, Rudy"
2400,"Gooden, Drew"
203462,"Goodwin, Archie"
203932,"Gordon, Aaron"
2732,"Gordon, Ben"
204079,"Gordon, Drew"
201569,"Gordon, Eric"
101162,"Gortat, Marcin"
101122,"Granger, Danny"
203924,"Grant, Jerami"
201980,"Green, Danny"
203110,"Green, Draymond"
203475,"Green, Erick"
101123,"Green, Gerald"
203254,"Green, JaMychal"
201145,"Green, Jeff"
2584,"Green, Willie"
201933,"Griffin, Blake"
203268,"Gutierrez, Jorge"
203798,"Hairston, PJ"
202706,"Hamilton, Jordan"
203120,"Hamilton, Justin"
201946,"Hansbrough, Tyler"
203501,"Hardaway Jr., Tim"
201935,"Harden, James"
203090,"Harkless, Maurice"
2734,"Harris, Devin"
203914,"Harris, Gary"
203925,"Harris, Joe"
202699,"Harris, Tobias"
2617,"Haslem, Udonis"
201150,"Hawes, Spencer"
101236,"Hayes, Charles"
202330,"Hayward, Gordon"
2217,"Haywood, Brendan"
201945,"Henderson, Gerald"
202333,"Henry, Xavier"
203089,"Henson, John"
201579,"Hibbert, Roy"
201581,"Hickson, JJ"
201588,"Hill, George"
201941,"Hill, Jordan"
203524,"Hill, Solomon"
2550,"Hinrich, Kirk"
201950,"Holiday, Jrue"
203200,"Holiday, Justin"
200797,"Hollins, Ryan"
203918,"Hood, Rodney"
201143,"Horford, Al"
2730,"Howard, Dwight"
201991,"Hudson, Lester"
203133,"Hummel, Robbie"
2743,"Humphries, Kris"
201586,"Ibaka, Serge"
2738,"Iguodala, Andre"
101141,"Ilyasova, Ersan"
204060,"Ingles, Joe"
202681,"Irving, Kyrie"
101127,"Jack, Jarrett"
202704,"Jackson, Reggie"
203108,"James, Bernard"
2544,"James, LeBron"
2744,"Jefferson, Al"
203928,"Jefferson, Cory"
2210,"Jefferson, Richard"
203098,"Jenkins, John"
201943,"Jennings, Brandon"
201973,"Jerebko, Jonas"
203511,"Jerrett, Grant"
101161,"Johnson, Amir"
203187,"Johnson, Chris"
201949,"Johnson, James"
2207,"Johnson, Joe"
203910,"Johnson, Nick"
204020,"Johnson, Tyler"
202325,"Johnson, Wesley"
2563,"Jones, Dahntay"
2592,"Jones, James"
203103,"Jones, Perry"
203093,"Jones, Terrence"
201599,"Jordan, DeAndre"
202366,"Jordan, Jerome"
202709,"Joseph, Cory"
2549,"Kaman, Chris"
202683,"Kanter, Enes"
203508,"Karasev, Sergey"
203527,"Kelly, Ryan"
203077,"Kidd-Gilchrist, Michael"
203930,"Kilpatrick, Sean"
1905,"Kirilenko, Andrei"
203945,"Kirk, Alex"
202688,"Knight, Brandon"
2594,"Korver, Kyle"
201585,"Koufos, Kosta"
203136,"Kuzmic, Ognjen"
203897,"LaVine, Zach"
203087,"Lamb, Jeremy"
201171,"Landry, Carl"
203499,"Larkin, Shane"
203530,"Lauvergne, Joffrey"
201951,"Lawson, Ty"
203495,"Ledo, Ricky"
201584,"Lee, Courtney"
101135,"Lee, David"
203458,"Len, Alex"
202695,"Leonard, Kawhi"
203086,"Leonard, Meyers"
202720,"Leuer, Jon"
203081,"Lillard, Damian"
202391,"Lin, Jeremy"
2733,"Livingston, Shaun"
201572,"Lopez, Brook"
201577,"Lopez, Robin"
201567,"Love, Kevin"
200768,"Lowry, Kyle"
101249,"Lucas III, John"
203564,"Lucas, Kalin"
202714,"Mack, Shelvin"
101133,"Mahinmi, Ian"
203906,"Marble, Devyn"
1890,"Marion, Shawn"
203088,"Marshall, Kendall"
201858,"Martin, Cartier"
2030,"Martin, Kenyon"
2755,"Martin, Kevin"
202083,"Matthews, Wesley"
101131,"Maxiell, Jason"
201564,"Mayo, O.J."
201601,"Mbah a Moute, Luc"
203949,"McAdoo, James Michael"
203492,"McCallum, Ray"
203468,"McCollum, CJ"
203909,"McDaniels, KJ"
203926,"McDermott, Doug"
203956,"McGary, Mitch"
201580,"McGee, JaVale"
203463,"McLemore, Ben"
202077,"McNeal, Jerel"
201177,"McRoberts, Josh"
201975,"Meeks, Jodie"
203539,"Mekel, Gal"
203114,"Middleton, Khris"
101139,"Miles, CJ"
1889,"Miller, Andre"
203121,"Miller, Darius"
2034,"Miller, Mike"
203113,"Miller, Quincy"
201988,"Mills, Patty"
202407,"Millsap, Elijah"
200794,"Millsap, Paul"
202703,"Mirotic, Nikola"
1737,"Mohammed, Nazr"
202328,"Monroe, Greg"
202734,"Moore, E'Twaun"
203961,"Moreland, Eric"
202721,"Morris, Darius"
202694,"Morris, Marcus"
202693,"Morris, Markieff"
201627,"Morrow, Anthony"
202700,"Motiejunas, Donatas"
202389,"Mozgov, Timofey"
203498,"Muhammad, Shabazz"
203315,"Murry, Toure"
203488,"Muscala, Mike"
203894,"Napier, Shabazz"
202390,"Neal, Gary"
2749,"Nelson, Jameer"
2403,Nene
203094,"Nicholson, Andrew"
201149,"Noah, Joakim"
203457,"Noel, Nerlens"
203512,"Nogueira, Lucas"
200779,"Novak, Steve"
1717,"Nowitzki, Dirk"
203994,"Nurkic, Jusuf"
203948,"O'Bryant, Johnny"
203124,"O'Quinn, Kyle"
203506,"Oladipo, Victor"
203482,"Olynyk, Kelly"
202620,"Onuaku, Arinze"
2585,"Pachulia, Zaza"
203123,"Papanikolaou, Kostas"
2457,"Pargo, Jannero"
203953,"Parker, Jabari"
2225,"Parker, Tony"
202718,"Parsons, Chandler"
202335,"Patterson, Patrick"
101108,"Paul, Chris"
203940,"Payne, Adreian"
203901,"Payton, Elfrid"
201593,"Pekovic, Nikola"
2570,"Perkins, Kendrick"
1718,"Pierce, Paul"
203486,"Plumlee, Mason"
203101,"Plumlee, Miles"
202347,"Pondexter, Quincy"
203490,"Porter, Otto"
203939,"Powell, Dwight"
203515,"Pressey, Phil"
201985,"Price, A.J."
101179,"Price, Ronnie"
203143,"Prigioni, Pablo"
2419,"Prince, Tayshaun"
203545,"Raduljica, Miroslav"
203944,"Randle, Julius"
101183,"Randolph, Shavlik"
2216,"Randolph, Zach"
200755,"Redick, JJ"
203318,"Rice Jr., Glen"
2202,"Richardson, Jason"
2557,"Ridnour, Luke"
203085,"Rivers, Austin"
203460,"Roberson, Andre"
203148,"Roberts, Brian"
203922,"Robinson, Glenn"
101126,"Robinson, Nate"
203080,"Robinson, Thomas"
200765,"Rondo, Rajon"
201565,"Rose, Derrick"
203082,"Ross, Terrence"
201937,"Rubio, Ricky"
204014,"Rudez, Damjan"
201575,"Rush, Brandon"
203135,"Sacre, Robert"
2422,"Salmons, John"
203960,"Sampson, JaKarr"
202336,"Sanders, Larry"
203471,"Schroder, Dennis"
2449,"Scola, Luis"
203118,"Scott, Mike"
200757,"Sefolosha, Thabo"
202338,"Seraphin, Kevin"
201196,"Sessions, Ramon"
202697,"Shumpert, Iman"
203144,"Shved, Alexey"
203156,"Sims, Henry"
202713,"Singler, Kyle"
202388,"Sloan, Donald"
203935,"Smart, Marcus"
202962,"Smith, Greg"
202397,"Smith, Ish"
2747,"Smith, J.R."
201160,"Smith, Jason"
2746,"Smith, Josh"
203893,"Smith, Russ"
203503,"Snell, Tony"
201578,"Speights, Marreese"
201168,"Splitter, Tiago"
203917,"Stauskas, Nik"
202362,"Stephenson, Lance"
201880,"Stiemsma, Greg"
204065,"Stockton, David"
203950,"Stokes, Jarnell"
2405,"Stoudemire, Amar'e"
201155,"Stuckey, Rodney"
203096,"Sullinger, Jared"
203106,"Taylor, Jeff"
201952,"Teague, Jeff"
203141,"Teletovic, Mirza"
2742,"Telfair, Sebastian"
202066,"Temple, Garrett"
1891,"Terry, Jason"
202738,"Thomas, Isaiah"
202498,"Thomas, Lance"
202952,"Thomas, Malcolm"
200748,"Thomas, Tyrus"
203138,"Thompson, Hollis"
201574,"Thompson, Jason"
202691,"Thompson, Klay"
202684,"Thompson, Tristan"
201977,"Thornton, Marcus"
201229,"Tolliver, Anthony"
200782,"Tucker, PJ"
101142,"Turiaf, Ronny"
2045,"Turkoglu, Hedo"
202323,"Turner, Evan"
202327,"Udoh, Ekpe"
2757,"Udrih, Beno"
202685,"Valanciunas, Jonas"
2760,"Varejao, Anderson"
202349,"Vasquez, Greivis"
101111,"Villanueva, Charlie"
203943,"Vonleh, Noah"
202696,"Vucevic, Nikola"
2548,"Wade, Dwyane"
203079,"Waiters, Dion"
201611,"Walker, Henry"
202689,"Walker, Kemba"
202322,"Wall, John"
2222,"Wallace, Gerald"
203933,"Warren, TJ"
201228,"Watson, CJ"
204033,"Wear, David"
204037,"Wear, Travis"
101110,"Webster, Martell"
2561,"West, David"
201566,"Westbrook, Russell"
202355,"Whiteside, Hassan"
203963,"Whittington, Shayne"
203952,"Wiggins, Andrew"
203912,"Wilcox, CJ"
101114,"Williams, Deron"
202682,"Williams, Derrick"
202343,"Williams, Elliot"
101150,"Williams, Lou"
101107,"Williams, Marvin"
2590,"Williams, Mo"
202130,"Williams, Reggie"
200761,"Williams, Shawne"
203481,"Withey, Jeff"
203489,"Wolters, Nate"
201148,"Wright, Brandan"
2748,"Wright, Dorell"
203100,"Wroten, Tony"
203923,"Young, James"
201156,"Young, Nick"
201152,"Young, Thaddeus"
203469,"Zeller, Cody"
203092,"Zeller, Tyler"
