,Defender,value_added_x,value_added_y,Shot_defenses,shot_worth_y,shot_worth_x
245,"Johnson, Nick",-15.955549640257983,-0.1813130640938407,88.0,1.0108585186392955,88.95554964025801
246,"Johnson, Tyler",-15.74859751523992,-0.06968405980194654,226.0,0.9811884845807077,221.74859751523994
247,"Johnson, Wesley",22.86954463593347,0.03383068733126253,676.0,1.0416130996509874,704.1304553640674
248,"Jones, Dahntay",3.376359026097695,0.0888515533183604,38.0,1.0164116045763767,38.62364097390231
249,"Jones, James",41.99762595852506,0.20790903939863892,202.0,1.0198137328785888,206.00237404147492
250,"Jones, Perry",28.55455129573279,0.12150872891801187,235.0,1.0231721221458177,240.44544870426716
251,"Jones, Terrence",-47.44267618746137,-0.11058898878196124,429.0,1.0033628815558537,430.44267618746125
252,"Jordan, DeAndre",-36.92773327011577,-0.030544030827225618,1209.0,0.9982859663110981,1206.9277332701176
253,"Jordan, Jerome",-5.526472915046569,-0.03684315276697713,150.0,0.9901764861003107,148.5264729150466
254,"Joseph, Cory",-6.885053983606506,-0.013215074824580625,521.0,0.9364396429627765,487.88505398360655
255,"Kaman, Chris",2.564820803869046,0.00412350611554509,622.0,0.9958764938844535,619.4351791961301
256,"Kanter, Enes",65.00417783595894,0.07295642854765313,891.0,0.9786709564130639,871.99582216404
257,"Karasev, Sergey",17.453679028525954,0.10451304807500571,167.0,0.9972833591106237,166.54632097147416
258,"Kelly, Ryan",-25.199081411990427,-0.05662714924042793,445.0,1.0004473739595285,445.1990814119902
259,"Kidd-Gilchrist, Michael",6.080939152121628,0.012235290044510318,497.0,0.9756922753478435,484.91906084787826
260,"Kilpatrick, Sean",5.529770739212376,0.36865138261415836,15.0,1.0313486173858413,15.47022926078762
261,"Kirilenko, Andrei",0.42419660321343,0.04713295591260333,9.0,1.063978155198508,9.57580339678657
262,"Kirk, Alex",4.204416424288555,1.4014721414295181,3.0,1.2651945252371484,3.795583575711445
263,"Knight, Brandon",-3.883774587218657,-0.0067779661208004485,573.0,1.0032875647246415,574.8837745872196
264,"Korver, Kyle",-60.51579129770742,-0.0698796666255282,866.0,1.024845024593195,887.515791297707
265,"Koufos, Kosta",-31.888867768437887,-0.06252719170281938,510.0,0.9938997407224279,506.8888677684382
266,"Kuzmic, Ognjen",5.078460965816929,0.1336437096267613,38.0,0.9453036587942909,35.921539034183056
267,"LaVine, Zach",63.07760093330743,0.11183971796685714,564.0,1.0158198565012277,572.9223990666925
268,"Lamb, Jeremy",-30.520671257766146,-0.13810258487676988,221.0,1.0114057522975841,223.5206712577661
269,"Landry, Carl",-18.979195045973736,-0.04663192885988633,407.0,0.9557228379507964,388.9791950459741
270,"Larkin, Shane",23.068120075448245,0.03844686679241374,600.0,0.9615531332075862,576.9318799245517
271,"Lauvergne, Joffrey",-0.007566143371403822,-7.071162029349366e-05,107.0,1.04679968358291,112.00756614337138
272,"Lawson, Ty",46.332821487534176,0.0693605112088835,668.0,0.9800406863959077,654.6671785124663
273,"Ledo, Ricky",9.665956888002988,0.1306210390270674,74.0,0.9639735555675275,71.33404311199703
274,"Lee, Courtney",43.23297725348567,0.06302183273102868,686.0,1.002575834907455,687.767022746514
275,"Lee, David",-0.9873886057483381,-0.002626033525926431,376.0,1.0106047569301824,379.9873886057486
276,"Len, Alex",-22.14256215461799,-0.0305414650408524,725.0,0.9822656029718871,712.1425621546182
277,"Leonard, Kawhi",-1.8922462709963455,-0.0032290891996524665,586.0,0.999816119916376,585.8922462709963
278,"Leonard, Meyers",-40.904122513406,-0.1002552022387402,408.0,1.0095689277289375,411.9041225134065
279,"Leuer, Jon",-12.25384468137407,-0.040176539938931374,305.0,0.9844388350208984,300.253844681374
280,"Lillard, Damian",24.149086001259732,0.027630533182219374,874.0,0.9655044782594281,843.8509139987401
281,"Lin, Jeremy",28.82734099542472,0.041961195044286345,687.0,0.9856952823938492,677.1726590045744
282,"Livingston, Shaun",-28.172618201798123,-0.05589805198769469,504.0,0.954707575797219,481.17261820179834
283,"Lopez, Brook",-21.255150649396267,-0.021957800257640773,968.0,0.9888999490179722,957.255150649397
284,"Lopez, Robin",-36.0184900308948,-0.04635584302560464,777.0,0.9974497941195557,775.0184900308948
285,"Love, Kevin",-50.26943973482581,-0.050471325034965674,996.0,1.012318714593199,1008.2694397348263
286,"Lowry, Kyle",-17.91617164520991,-0.024542700883849192,730.0,0.997145440609877,727.9161716452102
287,"Lucas III, John",3.3545776338872466,0.05241527552948823,64.0,0.9944597244705119,63.64542236611276
288,"Lucas, Kalin",0.3907303070878503,0.1302434356959501,3.0,1.2030898976373832,3.6092696929121497
289,"Mack, Shelvin",28.21418395966173,0.10646861871570465,265.0,0.9463615699635409,250.78581604033835
290,"Mahinmi, Ian",-32.26104656151041,-0.06338123096563932,509.0,0.9887250423605313,503.2610465615104
291,"Marble, Devyn",11.433804999972754,0.19056341666621257,60.0,0.9927699166671211,59.566195000027264
292,"Marion, Shawn",-49.00344359158794,-0.14849528361087255,330.0,1.0272831623987506,339.0034435915877
293,"Marshall, Kendall",-7.926218317330121,-0.062411167852993076,127.0,0.9836710103726783,124.92621831733015
294,"Martin, Cartier",13.288779453641071,0.22147965756068452,60.0,1.0618536757726487,63.71122054635892
295,"Martin, Kenyon",-9.502260957643088,-0.28794730174676025,33.0,0.9849169987164572,32.50226095764309
296,"Martin, Kevin",4.621043151918332,0.01375310461880456,336.0,1.0189849906192903,342.37895684808154
297,"Matthews, Wesley",-20.74852289325299,-0.03718373278360751,558.0,0.9654991449699867,538.7485228932526
298,"Maxiell, Jason",-24.01659341259532,-0.07412528831047938,324.0,0.9691870167055412,314.01659341259534
299,"Mayo, O.J.",-64.75235946988577,-0.13081284741391067,495.0,1.0197017363027991,504.75235946988556
300,"Mbah a Moute, Luc",-30.59893321381977,-0.043775297873848026,699.0,0.9822588457994558,686.5989332138196
301,"McAdoo, James Michael",0.44075172505727167,0.00688674570401987,64.0,1.0087382542959797,64.5592482749427
302,"McCallum, Ray",60.11275677569351,0.12419991069358163,484.0,0.9646430645130292,466.88724322430613
303,"McCollum, CJ",-27.574966773931102,-0.07681049240649332,359.0,0.9263926651084426,332.5749667739309
304,"McDaniels, KJ",-36.134374508394906,-0.08325892743869794,434.0,1.0371759781299414,450.1343745083946
305,"McDermott, Doug",16.539264635007882,0.2016983492074132,82.0,0.9690333581096603,79.46073536499215
306,"McGary, Mitch",1.8371626688412683,0.00788481832120716,233.0,1.0607847095757887,247.16283733115876
307,"McGee, JaVale",16.36537232031676,0.13525101091170874,121.0,1.0052448568568868,121.6346276796833
308,"McLemore, Ben",-13.832550546276181,-0.015150657772482127,913.0,1.0107694967648158,922.8325505462767
309,"McNeal, Jerel",-0.4360537863766374,-0.1453512621255458,3.0,0.8120179287922125,2.4360537863766374
310,"McRoberts, Josh",-2.582677057792086,-0.02747528784885198,94.0,1.0487518835935326,98.58267705779205
311,"Meeks, Jodie",11.504513392736355,0.027326635137140984,421.0,1.0011769278082274,421.4954866072638
312,"Mekel, Gal",-6.517732482393576,-0.543144373532798,12.0,1.043144373532798,12.517732482393578
313,"Middleton, Khris",-78.6015890315443,-0.1103954902128431,712.0,1.0485977374038553,746.601589031545
314,"Miles, CJ",-41.69995801960676,-0.07958007255650146,524.0,1.0013357977473414,524.6999580196069
315,"Miller, Andre",-16.45394699294084,-0.03993676454597291,412.0,0.9889658907595645,407.4539469929406
316,"Miller, Darius",-1.8666913393384066,-0.1555576116115339,12.0,1.0722242782782005,12.866691339338407
317,"Miller, Mike",1.2146745228908362,0.005398553435070383,225.0,1.0212681132315962,229.78532547710915
318,"Miller, Quincy",-7.669972096769853,-0.196665951199227,39.0,0.914614669147945,35.669972096769854
319,"Mills, Patty",4.7427975631067945,0.019844341268229267,239.0,0.9424987549660806,225.25720243689327
320,"Millsap, Elijah",-35.601554757048945,-0.12669592440230942,281.0,0.9807884510927007,275.6015547570489
321,"Millsap, Paul",-8.416289262510722,-0.008259361395986969,1019.0,1.0612524919161042,1081.4162892625102
322,"Mirotic, Nikola",-24.383094905395684,-0.038641988756570024,631.0,0.9879288350323236,623.3830949053962
323,"Mohammed, Nazr",-8.747232895835955,-0.15904059810610827,55.0,0.9772224162879265,53.74723289583596
324,"Monroe, Greg",9.875679786909403,0.011714922641648166,843.0,1.0013337131827889,844.124320213091
325,"Moore, E'Twaun",6.826618459517786,0.04491196354945912,152.0,0.8892985627663303,135.1733815404822
326,"Moreland, Eric",1.2169755805856186,1.2169755805856186,1.0,0.7830244194143814,0.7830244194143814
327,"Morris, Darius",2.2484009826979348,0.02708916846624018,83.0,1.0090554098470133,83.7515990173021
328,"Morris, Marcus",-15.203442873950943,-0.021812687050144823,697.0,1.0060307645250357,701.2034428739499
329,"Morris, Markieff",-8.410406904682779,-0.00947117894671484,888.0,1.0004621699377068,888.4104069046836
330,"Morrow, Anthony",16.19010544709332,0.03162129970135414,512.0,1.0465037002986464,535.8098945529069
331,"Motiejunas, Donatas",-30.146026863729148,-0.036189708119722865,833.0,1.0169820250464936,847.1460268637292
332,"Mozgov, Timofey",14.170617192000222,0.013678201922780136,1036.0,1.0056268173822391,1041.8293828079998
333,"Muhammad, Shabazz",-13.767065907735393,-0.0515620445982599,267.0,1.0365807711900203,276.76706590773546
334,"Murry, Toure",-0.8359988640353464,-0.1044998580044183,8.0,0.9794998580044183,7.835998864035346
335,"Muscala, Mike",-8.463819805545889,-0.04231909902772944,200.0,1.022319099027729,204.46381980554582
336,"Napier, Shabazz",55.336871018343714,0.17132158210013534,323.0,1.0020530309029603,323.66312898165614
337,"Neal, Gary",12.60010433500935,0.038066780468306194,331.0,1.0042292920392466,332.3998956649906
338,"Nelson, Jameer",43.09275065627212,0.09450164617603536,456.0,0.9493580029467722,432.9072493437281
339,Nene,0.323186807646632,0.0005534020678880685,584.0,0.9840356390280022,574.6768131923533
340,"Nicholson, Andrew",3.124934776241301,0.017457736180119,179.0,0.9769556716411099,174.87506522375867
341,"Noah, Joakim",-78.89421972836246,-0.08641206980105418,913.0,0.9626442713344621,878.8942197283639
342,"Noel, Nerlens",-23.03747655587615,-0.02479814483947917,929.0,1.0301802761634835,957.0374765558762
343,"Nogueira, Lucas",6.202704580526666,0.6891893978362962,9.0,1.1996994910525929,10.797295419473336
344,"Novak, Steve",18.30625611760684,0.22055730262176915,83.0,0.984261974486665,81.69374388239319
345,"Nowitzki, Dirk",34.590607914438586,0.03966812834224608,872.0,1.0520749909238094,917.4093920855618
346,"Nurkic, Jusuf",-35.07734028060582,-0.06811134035069091,515.0,1.0137424083118554,522.0773402806055
347,"O'Bryant, Johnny",1.923891419809467,0.015515253385560217,124.0,1.0490008756466978,130.07610858019052
348,"O'Quinn, Kyle",-12.428177737549921,-0.03945453250015848,315.0,0.9950100880557138,313.42817773754985
349,"Oladipo, Victor",72.69493839179847,0.08876060853699447,819.0,1.0211295013531159,836.305061608202
350,"Olynyk, Kelly",-26.810535993604883,-0.0411204539779216,652.0,1.0104456073521537,658.8105359936042
351,"Onuaku, Arinze",-0.786444672067659,-0.037449746288936145,21.0,0.9422116510508408,19.786444672067656
352,"Pachulia, Zaza",-50.72667040308613,-0.07341052156741842,691.0,1.016970579454538,702.7266704030858
353,"Papanikolaou, Kostas",-17.006049691497594,-0.05631142281952846,302.0,1.0099538069254888,305.0060496914976
354,"Pargo, Jannero",-2.4469290867580638,-0.10195537861491932,24.0,0.9352887119482527,22.446929086758065
355,"Parker, Jabari",12.265402187789615,0.05047490612259101,243.0,1.0976732420255564,266.7345978122102
356,"Parker, Tony",40.81637614960121,0.08050567287889786,507.0,0.9392181929988144,476.1836238503989
357,"Parsons, Chandler",14.234306935299836,0.024712338429339994,576.0,1.0100098837928821,581.7656930647001
358,"Patterson, Patrick",-2.0609989807732516,-0.002659353523578389,775.0,1.027175482555836,796.0609989807728
359,"Paul, Chris",7.220541530183402,0.009475776286329923,762.0,0.9878995517976598,752.7794584698167
360,"Payne, Adreian",45.95762093302817,0.16651311932256582,276.0,1.0726173154600431,296.0423790669719
361,"Payton, Elfrid",86.9630608277815,0.10883987587957634,799.0,0.988782151654841,790.0369391722179
362,"Pekovic, Nikola",-19.472545185435305,-0.06221260442631088,313.0,1.020679058100432,319.4725451854352
363,"Perkins, Kendrick",-46.46897210224057,-0.09721542280803466,478.0,0.9988890629753999,477.46897210224114
364,"Pierce, Paul",-36.97212140292467,-0.05732111845414678,645.0,1.0015071649657736,645.972121402924
365,"Plumlee, Mason",27.308121219945704,0.04088042098794267,668.0,1.048939938293495,700.6918787800546
366,"Plumlee, Miles",15.978462669448902,0.02884199037806661,554.0,1.0144793092609226,562.021537330551
367,"Pondexter, Quincy",17.68721154317042,0.03086773393223459,573.0,0.9778582695581668,560.3127884568296
368,"Porter, Otto",-35.34316155514262,-0.08415038465510148,420.0,0.9817694322741488,412.3431615551425
369,"Powell, Dwight",-0.5475012306549762,-0.0061516992208424295,89.0,0.9949157441646627,88.54750123065497
370,"Pressey, Phil",23.47927383131502,0.11623402886789613,202.0,0.9332709216271531,188.52072616868492
371,"Price, A.J.",8.003809052924728,0.08795394563653547,91.0,0.9669911093085194,87.99619094707526
372,"Price, Ronnie",41.33499021711851,0.15141022057552567,273.0,0.9694689003035959,264.66500978288167
373,"Prigioni, Pablo",37.29425338525459,0.10872960170628161,343.0,0.9933112146202489,340.70574661474535
374,"Prince, Tayshaun",-7.0300614255944645,-0.016778189559891323,419.0,0.9881385714214668,414.03006142559457
375,"Raduljica, Miroslav",2.15228005048363,0.26903500631045374,8.0,1.1059649936895461,8.84771994951637
376,"Randle, Julius",1.6257408434966318,0.8128704217483159,2.0,1.187129578251684,2.374259156503368
377,"Randolph, Shavlik",1.480089448119403,0.028463258617680825,52.0,0.9907675106130885,51.519910551880606
378,"Randolph, Zach",19.612408845268,0.0240938683602801,814.0,1.010304166037754,822.3875911547318
379,"Redick, JJ",14.560524744099801,0.019209135546305805,758.0,0.9662789911027703,732.4394752558999
380,"Rice Jr., Glen",6.312554062739965,0.526046171894997,12.0,0.9739538281050028,11.687445937260033
381,"Richardson, Jason",8.841147422361004,0.0701678366854048,126.0,1.0409432744257063,131.158852577639
382,"Ridnour, Luke",-2.187888796538212,-0.010620819400670932,206.0,0.9669314990123212,199.18788879653818
383,"Rivers, Austin",49.54375641847939,0.10563700728886863,469.0,0.9668576622207257,453.4562435815203
384,"Roberson, Andre",-58.626139760587165,-0.12689640640819733,462.0,1.0186712981830888,470.626139760587
385,"Roberts, Brian",-13.169619853234387,-0.03020555012209722,436.0,0.9476367427826471,413.1696198532341
386,"Robinson, Glenn",9.306707372787809,0.08948757089219048,104.0,1.0066662752616558,104.6932926272122
387,"Robinson, Nate",-22.4450336930755,-0.13521104634382833,166.0,0.9484640583920212,157.44503369307552
388,"Robinson, Thomas",-11.52283430368643,-0.04159867979670191,277.0,1.0091077050674602,279.52283430368647
389,"Rondo, Rajon",7.06093754358153,0.01310006965414013,539.0,0.9998869433328726,538.9390624564184
390,"Rose, Derrick",-0.3374485435327734,-0.0006552398903548999,515.0,0.9365775699874417,482.33744854353245
391,"Ross, Terrence",57.41147107645216,0.07768805287747248,739.0,0.9872645858234743,729.5885289235475
392,"Rubio, Ricky",-3.5277962066247093,-0.014948289011121649,236.0,1.0149482890111219,239.52779620662477
393,"Rudez, Damjan",7.0831733060487405,0.023454216245194504,302.0,0.993102075145534,299.91682669395124
394,"Rush, Brandon",14.98147197511418,0.1513279997486281,99.0,1.0102881618675335,100.01852802488581
395,"Sacre, Robert",26.022140769040675,0.05694122706573452,457.0,0.9999515519277015,456.97785923095955
396,"Salmons, John",10.153817611992336,0.1750658208964196,58.0,1.0835548687587522,62.84618238800763
397,"Sampson, JaKarr",-13.820448043711325,-0.03177114492807201,435.0,1.0225757426292215,444.82044804371134
398,"Sanders, Larry",-18.58383731935923,-0.07231065104809038,257.0,1.0295090946278564,264.58383731935913
399,"Schroder, Dennis",31.71744854760534,0.07717140765840716,411.0,0.9641911227552186,396.28255145239484
400,"Scola, Luis",-9.078368960038754,-0.01722650656553843,527.0,0.9792758424289157,516.0783689600386
401,"Scott, Mike",-36.26587548871421,-0.10332158258892937,351.0,1.034945514212861,363.2658754887142
402,"Sefolosha, Thabo",-14.036910493104505,-0.04710372648692787,298.0,0.9665668137352493,288.0369104931043
403,"Seraphin, Kevin",-22.458866519817192,-0.045555510182184976,493.0,0.9705048002430366,478.4588665198171
404,"Sessions, Ramon",6.654903243144113,0.018641185555025527,357.0,0.9757565735486159,348.34509675685587
405,"Shumpert, Iman",-15.509208417321696,-0.03126856535750342,496.0,1.0030427589058897,497.5092084173213
406,"Shved, Alexey",35.037988085336245,0.15641958966667965,224.0,0.9998304103333207,223.96201191466383
407,"Sims, Henry",10.730474899928645,0.020957958788923134,512.0,1.0278701662110776,526.2695251000717
408,"Singler, Kyle",8.889616027154624,0.01328791633356446,669.0,1.0121231449519352,677.1103839728446
409,"Sloan, Donald",6.253999854263963,0.017518206874688972,357.0,0.9908851544698483,353.7460001457358
410,"Smart, Marcus",14.099623480015646,0.025268142437304027,558.0,0.9962372339067825,555.9003765199847
411,"Smith, Greg",12.262417595526719,0.07522955580077742,163.0,0.9554452908249901,155.7375824044734
412,"Smith, Ish",15.655407855696351,0.05417096143839568,289.0,0.9527494537865174,275.34459214430353
413,"Smith, J.R.",-18.23020458341593,-0.03284721546561429,555.0,1.0238382064566058,568.2302045834163
414,"Smith, Jason",-0.04568119424743333,-6.828280156567016e-05,669.0,1.015015965910683,679.0456811942469
415,"Smith, Josh",-91.46207453221669,-0.08879813061380261,1030.0,1.006273858769142,1036.4620745322163
416,"Smith, Russ",-3.756021101695574,-0.23475131885597336,16.0,0.9222513188559734,14.756021101695575
417,"Snell, Tony",-24.980660301825967,-0.05563621448068144,449.0,0.9754580407613058,437.98066030182633
418,"Speights, Marreese",27.180187480696514,0.050709305001299464,536.0,0.9698130830584029,519.8198125193039
419,"Splitter, Tiago",-26.81540778888136,-0.06012423271049632,446.0,0.96819598158942,431.8154077888813
420,"Stauskas, Nik",15.638340376129712,0.03514233792388699,445.0,1.0120486733120686,450.3616596238705
421,"Stephenson, Lance",16.664022989843197,0.04197486899204835,397.0,0.9932896146351561,394.33597701015697
422,"Stiemsma, Greg",-3.386142772812013,-0.16930713864060065,20.0,1.0193071386406007,20.386142772812015
423,"Stockton, David",-9.337021788711937,-0.4446200851767589,21.0,0.9208105613672354,19.337021788711944
424,"Stokes, Jarnell",1.9149743772646182,0.04074413568648124,47.0,0.9805324600581996,46.08502562273538
425,"Stoudemire, Amar'e",-10.650137607902176,-0.022374238672063396,476.0,0.9971641546384501,474.65013760790225
426,"Stuckey, Rodney",17.26322188010469,0.031048960216015633,556.0,0.9725481620861429,540.7367781198955
427,"Sullinger, Jared",-34.6073064785205,-0.05673328930905,610.0,1.0026349286533125,611.6073064785206
428,"Taylor, Jeff",14.244957121858576,0.09756819946478476,146.0,0.9640756361516535,140.7550428781414
429,"Teague, Jeff",-27.647164948343992,-0.046859601607362696,590.0,0.9926223134717692,585.6471649483439
430,"Teletovic, Mirza",-5.975101904878651,-0.017730272714773444,337.0,1.0028934774625484,337.9751019048788
431,"Telfair, Sebastian",-6.776702044815931,-0.0770079777819992,88.0,1.0088261596001808,88.7767020448159
432,"Temple, Garrett",30.75807989333582,0.13373078214493836,230.0,0.9575735656811485,220.24192010666414
433,"Terry, Jason",-30.71992007327075,-0.06307991801492967,487.0,0.9850511705816649,479.7199200732708
434,"Thomas, Isaiah",6.292869056147785,0.01414127877786019,445.0,0.9521508560536004,423.7071309438522
435,"Thomas, Lance",-12.849762063166098,-0.042548881003861255,302.0,1.0326151061694229,311.8497620631657
436,"Thomas, Malcolm",5.477162014663435,0.07206792124557151,76.0,1.0463531313860075,79.52283798533657
437,"Thomas, Tyrus",-2.0977277473955565,-1.0488638736977782,2.0,1.0488638736977782,2.0977277473955565
438,"Thompson, Hollis",-27.88399511907079,-0.0522172193241026,534.0,1.001655421571293,534.8839951190704
439,"Thompson, Jason",38.96386198841044,0.05230048589048382,745.0,0.9705183060558241,723.036138011589
440,"Thompson, Klay",0.35936275774941495,0.0004673117786078218,769.0,0.9605209847103394,738.640637242251
441,"Thompson, Tristan",-11.994294855758726,-0.013401446766210866,895.0,1.0055802177159312,899.9942948557584
442,"Thornton, Marcus",-11.354582107925468,-0.06679165945838511,170.0,1.0256151888701497,174.35458210792544
443,"Tolliver, Anthony",28.081410649503564,0.0541067642572323,519.0,0.9921360103092407,514.918589350496
444,"Tucker, PJ",-5.472366705016938,-0.007286773242366096,751.0,1.0032920994740566,753.4723667050165
445,"Turiaf, Ronny",6.656653355912573,1.3313306711825146,5.0,0.8686693288174855,4.343346644087427
446,"Turkoglu, Hedo",-7.565188807429081,-0.03246862149111193,233.0,1.0324686214911132,240.56518880742937
447,"Turner, Evan",5.6134580746249245,0.006990607813978735,803.0,0.9793107620490349,786.386541925375
448,"Udoh, Ekpe",-9.035652685391266,-0.26575449074680196,34.0,0.9128133142762135,31.03565268539126
449,"Udrih, Beno",46.25687632666176,0.08158179246324826,567.0,0.9678009235861347,548.7431236733383
450,"Valanciunas, Jonas",-12.261926633572529,-0.014375060531738017,853.0,1.0132027275891822,864.2619266335723
451,"Varejao, Anderson",14.239879012189627,0.044223226745930516,322.0,1.033416524806865,332.7601209878105
452,"Vasquez, Greivis",24.21251349592915,0.04196276169138501,577.0,0.9944323856223056,573.7874865040703
453,"Villanueva, Charlie",3.6738059752062453,0.013968844012191046,263.0,1.0316585324136645,271.3261940247938
454,"Vonleh, Noah",1.8132081471268018,0.018692867496152597,97.0,0.9916164108543626,96.18679185287317
455,"Vucevic, Nikola",38.669991945188066,0.03776366400897272,1024.0,0.9846972734910262,1008.3300080548108
456,"Wade, Dwyane",-41.601187284474264,-0.09224210040903384,451.0,1.0323751381030473,465.6011872844743
457,"Waiters, Dion",-1.7662599242638388,-0.0025268382321371086,699.0,1.0125411443837826,707.7662599242641
458,"Walker, Henry",-5.977308009349744,-0.025988295692824973,230.0,1.0433796000406514,239.97730800934983
459,"Walker, Kemba",4.757386125957407,0.005794623783139351,821.0,0.9369581167771537,769.2426138740432
460,"Wall, John",17.501486265584266,0.02209783619391953,792.0,0.9627506486545652,762.4985137344156
461,"Wallace, Gerald",14.7536828370122,0.15695407273417233,94.0,1.0238969910956146,96.24631716298778
462,"Warren, TJ",0.6578964842046306,0.00393949990541695,167.0,1.0260006198550622,171.3421035157954
463,"Watson, CJ",-11.890550711241804,-0.027334599336188054,435.0,0.9583690820948081,416.89055071124153
464,"Wear, David",1.2725578790817877,0.31813946977044694,4.0,0.9318605302295531,3.7274421209182123
465,"Wear, Travis",-4.092042614182358,-0.017638114716303267,232.0,1.0176381147163027,236.09204261418222
466,"Webster, Martell",17.96819672327007,0.18149693659868757,99.0,1.0205232654215146,101.03180327672995
467,"West, David",37.772540354754305,0.06082534678704397,621.0,0.9842632200406526,611.2274596452453
468,"Westbrook, Russell",19.088128375888235,0.037354458661229425,511.0,1.0213539562115703,521.9118716241125
469,"Whiteside, Hassan",-33.34831734967808,-0.07959025620448228,419.0,1.0366308289968447,434.3483173496779
470,"Whittington, Shayne",6.196746613128285,0.15491866532820714,40.0,1.045081334671793,41.803253386871724
471,"Wiggins, Andrew",57.260295246243594,0.055270555256991885,1036.0,1.0190537690673316,1055.7397047537556
472,"Wilcox, CJ",6.609457058087771,0.22791231234785417,29.0,1.0824325152383527,31.39054294191223
473,"Williams, Deron",48.20485553127118,0.07889501723612304,611.0,0.9931180760535667,606.7951444687293
474,"Williams, Derrick",37.4066970281586,0.07649631294101962,489.0,0.9950783291857692,486.5933029718411
475,"Williams, Elliot",11.975429331199217,0.34215512374854906,35.0,1.0292734476800225,36.024570668800784
476,"Williams, Lou",-1.3040474698815188,-0.0024059916418478207,542.0,0.9931808993909241,538.3040474698809
477,"Williams, Marvin",-36.89800172777129,-0.0559908979177106,659.0,0.9937754199207453,654.8980017277711
478,"Williams, Mo",20.883972411438535,0.03103116257271699,673.0,0.9942288671449654,669.1160275885617
479,"Williams, Reggie",6.028828574239775,0.1722522449782793,35.0,0.9991763264502922,34.971171425760225
480,"Williams, Shawne",27.548450233565223,0.07027665875909496,392.0,1.0190090555266187,399.45154976643454
481,"Withey, Jeff",-8.860279155622464,-0.0738356596301872,120.0,0.9905023262968539,118.86027915562246
482,"Wolters, Nate",-4.29404048680345,-0.062232470823238406,69.0,0.9897687027072964,68.29404048680345
483,"Wright, Brandan",-4.654257930442989,-0.007642459655899817,609.0,1.0076424596559015,613.654257930444
484,"Wright, Dorell",15.176394471330639,0.07058788126200297,215.0,0.9805749094356709,210.82360552866925
485,"Wroten, Tony",6.855473595203813,0.036081439974756914,190.0,1.0481290863410317,199.144526404796
486,"Young, James",3.9700027308014105,0.0467059144800166,85.0,1.0474117325788066,89.02999726919856
487,"Young, Nick",-34.382788112459764,-0.13864027464701517,248.0,1.001543500453467,248.3827881124598
488,"Young, Thaddeus",-8.855506458225038,-0.010406000538454804,851.0,1.0421333800919226,886.8555064582262
489,"Zeller, Cody",-14.097866500289708,-0.023457348586172558,601.0,0.9718766497508985,584.09786650029
490,"Zeller, Tyler",-36.04085935222182,-0.041569618630013634,867.0,1.001200529818019,868.0408593522226
